# t 	  E 	 I 	 EA 	 IA 	 

9.48 	 3.45 	 0.99 	 3.00 	 0.00 

9.50 	 3.46 	 0.99 	 3.00 	 0.00 

9.52 	 3.47 	 0.99 	 3.00 	 0.00 

9.54 	 3.48 	 1.00 	 3.00 	 0.00 

9.56 	 3.49 	 1.00 	 3.00 	 0.00 

9.58 	 3.50 	 1.01 	 3.00 	 0.00 

9.60 	 3.52 	 1.01 	 3.00 	 0.00 

9.62 	 3.53 	 1.01 	 3.00 	 0.00 

9.64 	 3.54 	 1.02 	 3.00 	 0.00 

9.66 	 3.55 	 1.02 	 3.00 	 0.00 

9.68 	 3.56 	 1.02 	 3.00 	 0.00 

9.70 	 3.57 	 1.03 	 3.00 	 0.00 

9.72 	 3.59 	 1.03 	 3.00 	 0.00 

9.74 	 3.60 	 1.03 	 3.00 	 0.00 

9.76 	 3.61 	 1.04 	 3.00 	 0.00 

9.78 	 3.62 	 1.04 	 3.00 	 0.00 

9.80 	 3.63 	 1.04 	 3.00 	 0.00 

9.82 	 3.65 	 1.05 	 3.00 	 0.00 

9.84 	 3.66 	 1.05 	 3.00 	 0.00 

9.86 	 3.67 	 1.05 	 3.00 	 0.00 

9.88 	 3.68 	 1.06 	 3.00 	 0.00 

9.90 	 3.69 	 1.06 	 3.00 	 0.00 

9.92 	 3.71 	 1.06 	 3.00 	 0.00 

9.94 	 3.72 	 1.07 	 3.00 	 0.00 

9.96 	 3.73 	 1.07 	 3.00 	 0.00 

9.98 	 3.74 	 1.08 	 3.00 	 0.00 

10.00 	 3.76 	 1.08 	 3.00 	 0.00 

10.02 	 3.77 	 1.08 	 3.00 	 0.00 

10.04 	 3.78 	 1.09 	 3.00 	 0.00 

10.06 	 3.79 	 1.09 	 3.00 	 0.00 

10.08 	 3.81 	 1.09 	 3.00 	 0.00 

10.10 	 3.82 	 1.10 	 3.00 	 0.00 

10.12 	 3.83 	 1.10 	 3.00 	 0.00 

10.14 	 3.84 	 1.11 	 3.00 	 0.00 

10.16 	 3.86 	 1.11 	 3.00 	 0.00 

10.18 	 3.87 	 1.11 	 3.00 	 0.00 

10.20 	 3.88 	 1.12 	 3.00 	 0.00 

10.22 	 3.89 	 1.12 	 3.00 	 0.00 

10.24 	 3.91 	 1.12 	 3.00 	 0.00 

10.26 	 3.92 	 1.13 	 3.00 	 0.00 

10.28 	 3.93 	 1.13 	 3.00 	 0.00 

10.30 	 3.95 	 1.14 	 3.00 	 0.00 

10.32 	 3.96 	 1.14 	 3.00 	 0.00 

10.34 	 3.97 	 1.14 	 3.00 	 0.00 

10.36 	 3.98 	 1.15 	 3.00 	 0.00 

10.38 	 4.00 	 1.15 	 3.00 	 0.00 

10.40 	 4.01 	 1.15 	 3.00 	 0.00 

10.42 	 4.02 	 1.16 	 3.00 	 0.00 

10.44 	 4.04 	 1.16 	 3.00 	 0.00 

10.46 	 4.05 	 1.17 	 3.00 	 0.00 

10.48 	 4.06 	 1.17 	 3.00 	 0.00 

10.50 	 4.08 	 1.17 	 3.00 	 0.00 

10.52 	 4.09 	 1.18 	 3.00 	 0.00 

10.54 	 4.10 	 1.18 	 3.00 	 0.00 

10.56 	 4.12 	 1.19 	 3.00 	 0.00 

10.58 	 4.13 	 1.19 	 3.00 	 0.00 

10.60 	 4.14 	 1.19 	 3.00 	 0.00 

10.62 	 4.16 	 1.20 	 3.00 	 0.00 

10.64 	 4.17 	 1.20 	 3.00 	 0.00 

10.66 	 4.18 	 1.21 	 4.00 	 0.00 

10.68 	 4.20 	 1.21 	 4.00 	 0.00 

10.70 	 4.21 	 1.21 	 4.00 	 0.00 

10.72 	 4.23 	 1.22 	 4.00 	 0.00 

10.74 	 4.24 	 1.22 	 4.00 	 0.00 

10.76 	 4.25 	 1.23 	 4.00 	 0.00 

10.78 	 4.27 	 1.23 	 4.00 	 0.00 

10.80 	 4.28 	 1.23 	 4.00 	 0.00 

10.82 	 4.29 	 1.24 	 4.00 	 0.00 

10.84 	 4.31 	 1.24 	 4.00 	 0.00 

10.86 	 4.32 	 1.25 	 4.00 	 0.00 

10.88 	 4.34 	 1.25 	 4.00 	 0.00 

10.90 	 4.35 	 1.26 	 4.00 	 0.00 

10.92 	 4.36 	 1.26 	 4.00 	 0.00 

10.94 	 4.38 	 1.26 	 4.00 	 0.00 

10.96 	 4.39 	 1.27 	 4.00 	 0.00 

10.98 	 4.41 	 1.27 	 4.00 	 0.00 

11.00 	 4.42 	 1.28 	 4.00 	 0.00 

11.02 	 4.43 	 1.28 	 4.00 	 0.00 

11.04 	 4.45 	 1.28 	 4.00 	 0.00 

11.06 	 4.46 	 1.29 	 4.00 	 0.00 

11.08 	 4.48 	 1.29 	 4.00 	 0.00 

11.10 	 4.49 	 1.30 	 4.00 	 0.00 

11.12 	 4.51 	 1.30 	 4.00 	 0.00 

11.14 	 4.52 	 1.31 	 4.00 	 0.00 

11.16 	 4.54 	 1.31 	 4.00 	 0.00 

11.18 	 4.55 	 1.31 	 4.00 	 0.00 

11.20 	 4.56 	 1.32 	 4.00 	 0.00 

11.22 	 4.58 	 1.32 	 4.00 	 0.00 

11.24 	 4.59 	 1.33 	 4.00 	 0.00 

11.26 	 4.61 	 1.33 	 4.00 	 0.00 

11.28 	 4.62 	 1.34 	 4.00 	 0.00 

11.30 	 4.64 	 1.34 	 4.00 	 0.00 

11.32 	 4.65 	 1.35 	 4.00 	 0.00 

11.34 	 4.67 	 1.35 	 4.00 	 0.00 

11.36 	 4.68 	 1.35 	 4.00 	 0.00 

11.38 	 4.70 	 1.36 	 4.00 	 0.00 

11.40 	 4.71 	 1.36 	 4.00 	 0.00 

11.42 	 4.73 	 1.37 	 4.00 	 0.00 

11.44 	 4.74 	 1.37 	 4.00 	 0.00 

11.46 	 4.76 	 1.38 	 4.00 	 0.00 

11.48 	 4.77 	 1.38 	 4.00 	 0.00 

11.50 	 4.79 	 1.39 	 4.00 	 0.00 

11.52 	 4.80 	 1.39 	 4.00 	 0.00 

11.54 	 4.82 	 1.40 	 4.00 	 0.00 

11.56 	 4.83 	 1.40 	 4.00 	 0.00 

11.58 	 4.85 	 1.40 	 4.00 	 0.00 

11.60 	 4.86 	 1.41 	 4.00 	 0.00 

11.62 	 4.88 	 1.41 	 4.00 	 0.00 

11.64 	 4.90 	 1.42 	 4.00 	 0.00 

11.66 	 4.91 	 1.42 	 4.00 	 0.00 

11.68 	 4.93 	 1.43 	 4.00 	 0.00 

11.70 	 4.94 	 1.43 	 4.00 	 0.00 

11.72 	 4.96 	 1.44 	 4.00 	 0.00 

11.74 	 4.97 	 1.44 	 4.00 	 0.00 

11.76 	 4.99 	 1.45 	 4.00 	 0.00 

11.78 	 5.00 	 1.45 	 4.00 	 0.00 

11.80 	 5.02 	 1.46 	 4.00 	 0.00 

11.82 	 5.04 	 1.46 	 4.00 	 0.00 

11.84 	 5.05 	 1.47 	 4.00 	 0.00 

11.86 	 5.07 	 1.47 	 4.00 	 0.00 

11.88 	 5.08 	 1.47 	 4.00 	 0.00 

11.90 	 5.10 	 1.48 	 4.00 	 0.00 

11.92 	 5.12 	 1.48 	 4.00 	 0.00 

11.94 	 5.13 	 1.49 	 4.00 	 0.00 

11.96 	 5.15 	 1.49 	 4.00 	 0.00 

11.98 	 5.16 	 1.50 	 4.00 	 0.00 

12.00 	 5.18 	 1.50 	 4.00 	 0.00 

12.02 	 5.20 	 1.51 	 4.00 	 0.00 

12.04 	 5.21 	 1.51 	 4.00 	 0.00 

12.06 	 5.23 	 1.52 	 4.00 	 0.00 

12.08 	 5.25 	 1.52 	 4.00 	 0.00 

12.10 	 5.26 	 1.53 	 4.00 	 0.00 

12.12 	 5.28 	 1.53 	 4.00 	 0.00 

12.14 	 5.30 	 1.54 	 4.00 	 0.00 

12.16 	 5.31 	 1.54 	 4.00 	 0.00 

12.18 	 5.33 	 1.55 	 4.00 	 0.00 

12.20 	 5.34 	 1.55 	 4.00 	 0.00 

12.22 	 5.36 	 1.56 	 4.00 	 0.00 

12.24 	 5.38 	 1.56 	 4.00 	 0.00 

12.26 	 5.39 	 1.57 	 4.00 	 0.00 

12.28 	 5.41 	 1.57 	 4.00 	 0.00 

12.30 	 5.43 	 1.58 	 4.00 	 0.00 

12.32 	 5.45 	 1.58 	 4.00 	 0.00 

12.34 	 5.46 	 1.59 	 4.00 	 0.00 

12.36 	 5.48 	 1.59 	 4.00 	 0.00 

12.38 	 5.50 	 1.60 	 4.00 	 0.00 

12.40 	 5.51 	 1.60 	 4.00 	 0.00 

12.42 	 5.53 	 1.61 	 4.00 	 0.00 

12.44 	 5.55 	 1.61 	 4.00 	 0.00 

12.46 	 5.56 	 1.62 	 4.00 	 0.00 

12.48 	 5.58 	 1.62 	 4.00 	 0.00 

12.50 	 5.60 	 1.63 	 4.00 	 0.00 

12.52 	 5.62 	 1.64 	 4.00 	 0.00 

12.54 	 5.63 	 1.64 	 4.00 	 0.00 

12.56 	 5.65 	 1.65 	 4.00 	 0.00 

12.58 	 5.67 	 1.65 	 4.00 	 0.00 

12.60 	 5.69 	 1.66 	 4.00 	 0.00 

12.62 	 5.70 	 1.66 	 4.00 	 0.00 

12.64 	 5.72 	 1.67 	 5.00 	 0.00 

12.66 	 5.74 	 1.67 	 5.00 	 0.00 

12.68 	 5.76 	 1.68 	 5.00 	 0.00 

12.70 	 5.77 	 1.68 	 5.00 	 0.00 

12.72 	 5.79 	 1.69 	 5.00 	 0.00 

12.74 	 5.81 	 1.69 	 5.00 	 0.00 

12.76 	 5.83 	 1.70 	 5.00 	 0.00 

12.78 	 5.84 	 1.70 	 5.00 	 0.00 

12.80 	 5.86 	 1.71 	 5.00 	 0.00 

12.82 	 5.88 	 1.72 	 5.00 	 0.00 

12.84 	 5.90 	 1.72 	 5.00 	 0.00 

12.86 	 5.92 	 1.73 	 5.00 	 0.00 

12.88 	 5.93 	 1.73 	 5.00 	 0.00 

12.90 	 5.95 	 1.74 	 5.00 	 0.00 

12.92 	 5.97 	 1.74 	 5.00 	 0.00 

12.94 	 5.99 	 1.75 	 5.00 	 0.00 

12.96 	 6.01 	 1.75 	 5.00 	 0.00 

12.98 	 6.02 	 1.76 	 5.00 	 0.00 

13.00 	 6.04 	 1.77 	 5.00 	 0.00 

13.02 	 6.06 	 1.77 	 5.00 	 0.00 

13.04 	 6.08 	 1.78 	 6.00 	 0.00 

13.06 	 6.10 	 1.78 	 6.00 	 0.00 

13.08 	 6.12 	 1.79 	 6.00 	 0.00 

13.10 	 6.13 	 1.79 	 6.00 	 0.00 

13.12 	 6.15 	 1.80 	 6.00 	 0.00 

13.14 	 6.17 	 1.80 	 6.00 	 0.00 

13.16 	 6.19 	 1.81 	 6.00 	 0.00 

13.18 	 6.21 	 1.82 	 6.00 	 0.00 

13.20 	 6.23 	 1.82 	 6.00 	 0.00 

13.22 	 6.25 	 1.83 	 6.00 	 0.00 

13.24 	 6.26 	 1.83 	 6.00 	 0.00 

13.26 	 6.28 	 1.84 	 6.00 	 0.00 

13.28 	 6.30 	 1.84 	 6.00 	 0.00 

13.30 	 6.32 	 1.85 	 6.00 	 0.00 

13.32 	 6.34 	 1.86 	 6.00 	 0.00 

13.34 	 6.36 	 1.86 	 6.00 	 0.00 

13.36 	 6.38 	 1.87 	 6.00 	 0.00 

13.38 	 6.40 	 1.87 	 6.00 	 0.00 

13.40 	 6.42 	 1.88 	 6.00 	 0.00 

13.42 	 6.43 	 1.89 	 6.00 	 0.00 

13.44 	 6.45 	 1.89 	 6.00 	 0.00 

13.46 	 6.47 	 1.90 	 6.00 	 0.00 

13.48 	 6.49 	 1.90 	 6.00 	 0.00 

13.50 	 6.51 	 1.91 	 6.00 	 0.00 

13.52 	 6.53 	 1.92 	 6.00 	 0.00 

13.54 	 6.55 	 1.92 	 6.00 	 0.00 

13.56 	 6.57 	 1.93 	 6.00 	 0.00 

13.58 	 6.59 	 1.93 	 6.00 	 0.00 

13.60 	 6.61 	 1.94 	 6.00 	 0.00 

13.62 	 6.63 	 1.95 	 6.00 	 0.00 

13.64 	 6.65 	 1.95 	 6.00 	 0.00 

13.66 	 6.67 	 1.96 	 6.00 	 0.00 

13.68 	 6.69 	 1.96 	 6.00 	 0.00 

13.70 	 6.71 	 1.97 	 6.00 	 0.00 

13.72 	 6.73 	 1.98 	 6.00 	 0.00 

13.74 	 6.75 	 1.98 	 6.00 	 0.00 

13.76 	 6.77 	 1.99 	 6.00 	 0.00 

13.78 	 6.79 	 1.99 	 6.00 	 0.00 

13.80 	 6.81 	 2.00 	 6.00 	 0.00 

13.82 	 6.83 	 2.01 	 6.00 	 0.00 

13.84 	 6.85 	 2.01 	 6.00 	 0.00 

13.86 	 6.87 	 2.02 	 6.00 	 0.00 

13.88 	 6.89 	 2.02 	 6.00 	 0.00 

13.90 	 6.91 	 2.03 	 6.00 	 0.00 

13.92 	 6.93 	 2.04 	 6.00 	 0.00 

13.94 	 6.95 	 2.04 	 6.00 	 0.00 

13.96 	 6.97 	 2.05 	 6.00 	 0.00 

13.98 	 6.99 	 2.06 	 6.00 	 0.00 

14.00 	 7.01 	 2.06 	 6.00 	 0.00 

14.02 	 7.03 	 2.07 	 6.00 	 0.00 

14.04 	 7.05 	 2.08 	 6.00 	 0.00 

14.06 	 7.07 	 2.08 	 6.00 	 0.00 

14.08 	 7.09 	 2.09 	 6.00 	 0.00 

14.10 	 7.11 	 2.09 	 6.00 	 0.00 

14.12 	 7.13 	 2.10 	 6.00 	 0.00 

14.14 	 7.15 	 2.11 	 6.00 	 0.00 

14.16 	 7.17 	 2.11 	 6.00 	 0.00 

14.18 	 7.19 	 2.12 	 6.00 	 0.00 

14.20 	 7.21 	 2.13 	 6.00 	 0.00 

14.22 	 7.23 	 2.13 	 6.00 	 0.00 

14.24 	 7.25 	 2.14 	 6.00 	 0.00 

14.26 	 7.27 	 2.15 	 6.00 	 0.00 

14.28 	 7.30 	 2.15 	 6.00 	 0.00 

14.30 	 7.32 	 2.16 	 6.00 	 0.00 

14.32 	 7.34 	 2.17 	 7.00 	 0.00 

14.34 	 7.36 	 2.17 	 7.00 	 0.00 

14.36 	 7.38 	 2.18 	 7.00 	 0.00 

14.38 	 7.40 	 2.19 	 7.00 	 0.00 

14.40 	 7.42 	 2.19 	 7.00 	 0.00 

14.42 	 7.44 	 2.20 	 7.00 	 0.00 

14.44 	 7.46 	 2.21 	 7.00 	 0.00 

14.46 	 7.49 	 2.21 	 7.00 	 0.00 

14.48 	 7.51 	 2.22 	 7.00 	 0.00 

14.50 	 7.53 	 2.23 	 7.00 	 0.00 

14.52 	 7.55 	 2.23 	 7.00 	 0.00 

14.54 	 7.57 	 2.24 	 7.00 	 0.00 

14.56 	 7.59 	 2.25 	 7.00 	 0.00 

14.58 	 7.61 	 2.25 	 7.00 	 0.00 

14.60 	 7.64 	 2.26 	 7.00 	 0.00 

14.62 	 7.66 	 2.27 	 7.00 	 0.00 

14.64 	 7.68 	 2.27 	 7.00 	 0.00 

14.66 	 7.70 	 2.28 	 7.00 	 0.00 

14.68 	 7.72 	 2.29 	 7.00 	 0.00 

14.70 	 7.74 	 2.29 	 7.00 	 0.00 

14.72 	 7.77 	 2.30 	 7.00 	 0.00 

14.74 	 7.79 	 2.31 	 7.00 	 0.00 

14.76 	 7.81 	 2.31 	 7.00 	 0.00 

14.78 	 7.83 	 2.32 	 7.00 	 0.00 

14.80 	 7.85 	 2.33 	 7.00 	 0.00 

14.82 	 7.87 	 2.33 	 7.00 	 0.00 

14.84 	 7.90 	 2.34 	 7.00 	 0.00 

14.86 	 7.92 	 2.35 	 7.00 	 0.00 

14.88 	 7.94 	 2.36 	 7.00 	 0.00 

14.90 	 7.96 	 2.36 	 7.00 	 0.00 

14.92 	 7.99 	 2.37 	 7.00 	 0.00 

14.94 	 8.01 	 2.38 	 7.00 	 0.00 

14.96 	 8.03 	 2.38 	 7.00 	 0.00 

14.98 	 8.05 	 2.39 	 7.00 	 0.00 

15.00 	 8.07 	 2.40 	 7.00 	 0.00 

15.02 	 8.10 	 2.40 	 7.00 	 0.00 

15.04 	 8.12 	 2.41 	 7.00 	 0.00 

15.06 	 8.14 	 2.42 	 7.00 	 0.00 

15.08 	 8.16 	 2.43 	 7.00 	 0.00 

15.10 	 8.19 	 2.43 	 7.00 	 0.00 

15.12 	 8.21 	 2.44 	 7.00 	 0.00 

15.14 	 8.23 	 2.45 	 7.00 	 0.00 

15.16 	 8.25 	 2.45 	 7.00 	 0.00 

15.18 	 8.28 	 2.46 	 7.00 	 0.00 

15.20 	 8.30 	 2.47 	 7.00 	 0.00 

15.22 	 8.32 	 2.48 	 7.00 	 0.00 

15.24 	 8.34 	 2.48 	 7.00 	 0.00 

15.26 	 8.37 	 2.49 	 7.00 	 0.00 

15.28 	 8.39 	 2.50 	 7.00 	 0.00 

15.30 	 8.41 	 2.51 	 7.00 	 0.00 

15.32 	 8.44 	 2.51 	 7.00 	 0.00 

15.34 	 8.46 	 2.52 	 7.00 	 0.00 

15.36 	 8.48 	 2.53 	 7.00 	 0.00 

15.38 	 8.50 	 2.53 	 7.00 	 0.00 

15.40 	 8.53 	 2.54 	 7.00 	 0.00 

15.42 	 8.55 	 2.55 	 7.00 	 0.00 

15.44 	 8.57 	 2.56 	 7.00 	 0.00 

15.46 	 8.60 	 2.56 	 7.00 	 0.00 

15.48 	 8.62 	 2.57 	 7.00 	 0.00 

15.50 	 8.64 	 2.58 	 7.00 	 0.00 

15.52 	 8.67 	 2.59 	 7.00 	 0.00 

15.54 	 8.69 	 2.59 	 7.00 	 0.00 

15.56 	 8.71 	 2.60 	 7.00 	 0.00 

15.58 	 8.74 	 2.61 	 7.00 	 0.00 

15.60 	 8.76 	 2.62 	 7.00 	 0.00 

15.62 	 8.78 	 2.62 	 7.00 	 0.00 

15.64 	 8.81 	 2.63 	 7.00 	 0.00 

15.66 	 8.83 	 2.64 	 7.00 	 0.00 

15.68 	 8.85 	 2.65 	 7.00 	 0.00 

15.70 	 8.88 	 2.65 	 7.00 	 0.00 

15.72 	 8.90 	 2.66 	 7.00 	 0.00 

15.74 	 8.92 	 2.67 	 7.00 	 0.00 

15.76 	 8.95 	 2.68 	 7.00 	 0.00 

15.78 	 8.97 	 2.68 	 7.00 	 0.00 

15.80 	 9.00 	 2.69 	 7.00 	 0.00 

15.82 	 9.02 	 2.70 	 7.00 	 0.00 

15.84 	 9.04 	 2.71 	 7.00 	 0.00 

15.86 	 9.07 	 2.72 	 7.00 	 0.00 

15.88 	 9.09 	 2.72 	 7.00 	 0.00 

15.90 	 9.11 	 2.73 	 7.00 	 0.00 

15.92 	 9.14 	 2.74 	 7.00 	 0.00 

15.94 	 9.16 	 2.75 	 7.00 	 0.00 

15.96 	 9.19 	 2.75 	 8.00 	 0.00 

15.98 	 9.21 	 2.76 	 8.00 	 0.00 

16.00 	 9.23 	 2.77 	 8.00 	 0.00 

16.02 	 9.26 	 2.78 	 8.00 	 0.00 

16.04 	 9.28 	 2.79 	 8.00 	 0.00 

16.06 	 9.31 	 2.79 	 8.00 	 0.00 

16.08 	 9.33 	 2.80 	 8.00 	 0.00 

16.10 	 9.36 	 2.81 	 8.00 	 0.00 

16.12 	 9.38 	 2.82 	 9.00 	 0.00 

16.14 	 9.40 	 2.82 	 9.00 	 0.00 

16.16 	 9.43 	 2.83 	 9.00 	 0.00 

16.18 	 9.45 	 2.84 	 9.00 	 0.00 

16.20 	 9.48 	 2.85 	 9.00 	 0.00 

16.22 	 9.50 	 2.86 	 9.00 	 0.00 

16.24 	 9.53 	 2.86 	 9.00 	 0.00 

16.26 	 9.55 	 2.87 	 9.00 	 0.00 

16.28 	 9.57 	 2.88 	 9.00 	 0.00 

16.30 	 9.60 	 2.89 	 9.00 	 0.00 

16.32 	 9.62 	 2.90 	 9.00 	 0.00 

16.34 	 9.65 	 2.90 	 9.00 	 0.00 

16.36 	 9.67 	 2.91 	 9.00 	 0.00 

16.38 	 9.70 	 2.92 	 9.00 	 0.00 

16.40 	 9.72 	 2.93 	 9.00 	 0.00 

16.42 	 9.75 	 2.94 	 9.00 	 0.00 

16.44 	 9.77 	 2.94 	 9.00 	 0.00 

16.46 	 9.80 	 2.95 	 9.00 	 0.00 

16.48 	 9.82 	 2.96 	 9.00 	 0.00 

16.50 	 9.85 	 2.97 	 9.00 	 0.00 

16.52 	 9.87 	 2.98 	 9.00 	 0.00 

16.54 	 9.90 	 2.99 	 9.00 	 0.00 

16.56 	 9.92 	 2.99 	 9.00 	 0.00 

16.58 	 9.95 	 3.00 	 9.00 	 0.00 

16.60 	 9.97 	 3.01 	 9.00 	 0.00 

16.62 	 10.00 	 3.02 	 10.00 	 0.00 

16.64 	 10.02 	 3.03 	 10.00 	 0.00 

16.66 	 10.05 	 3.04 	 10.00 	 0.00 

16.68 	 10.07 	 3.04 	 10.00 	 0.00 

16.70 	 10.10 	 3.05 	 10.00 	 0.00 

16.72 	 10.12 	 3.06 	 10.00 	 0.00 

16.74 	 10.15 	 3.07 	 10.00 	 0.00 

16.76 	 10.17 	 3.08 	 10.00 	 0.00 

16.78 	 10.20 	 3.09 	 10.00 	 0.00 

16.80 	 10.22 	 3.09 	 11.00 	 0.00 

16.82 	 10.25 	 3.10 	 11.00 	 0.00 

16.84 	 10.27 	 3.11 	 11.00 	 0.00 

16.86 	 10.30 	 3.12 	 11.00 	 0.00 

16.88 	 10.32 	 3.13 	 11.00 	 0.00 

16.90 	 10.35 	 3.14 	 11.00 	 0.00 

16.92 	 10.37 	 3.14 	 11.00 	 0.00 

16.94 	 10.40 	 3.15 	 11.00 	 0.00 

16.96 	 10.42 	 3.16 	 11.00 	 0.00 

16.98 	 10.45 	 3.17 	 11.00 	 0.00 

17.00 	 10.47 	 3.18 	 11.00 	 0.00 

17.02 	 10.50 	 3.19 	 12.00 	 0.00 

17.04 	 10.53 	 3.19 	 12.00 	 0.00 

17.06 	 10.55 	 3.20 	 12.00 	 0.00 

17.08 	 10.58 	 3.21 	 12.00 	 0.00 

17.10 	 10.60 	 3.22 	 12.00 	 0.00 

17.12 	 10.63 	 3.23 	 12.00 	 0.00 

17.14 	 10.65 	 3.24 	 12.00 	 0.00 

17.16 	 10.68 	 3.25 	 12.00 	 0.00 

17.18 	 10.70 	 3.25 	 12.00 	 0.00 

17.20 	 10.73 	 3.26 	 12.00 	 0.00 

17.22 	 10.76 	 3.27 	 12.00 	 0.00 

17.24 	 10.78 	 3.28 	 12.00 	 0.00 

17.26 	 10.81 	 3.29 	 12.00 	 0.00 

17.28 	 10.83 	 3.30 	 13.00 	 0.00 

17.30 	 10.86 	 3.31 	 13.00 	 0.00 

17.32 	 10.88 	 3.32 	 13.00 	 0.00 

17.34 	 10.91 	 3.32 	 13.00 	 0.00 

17.36 	 10.94 	 3.33 	 13.00 	 0.00 

17.38 	 10.96 	 3.34 	 13.00 	 0.00 

17.40 	 10.99 	 3.35 	 14.00 	 0.00 

17.42 	 11.01 	 3.36 	 14.00 	 0.00 

17.44 	 11.04 	 3.37 	 14.00 	 0.00 

17.46 	 11.07 	 3.38 	 15.00 	 0.00 

17.48 	 11.09 	 3.39 	 15.00 	 0.00 

17.50 	 11.12 	 3.39 	 15.00 	 0.00 

17.52 	 11.14 	 3.40 	 15.00 	 0.00 

17.54 	 11.17 	 3.41 	 15.00 	 0.00 

17.56 	 11.20 	 3.42 	 15.00 	 0.00 

17.58 	 11.22 	 3.43 	 15.00 	 0.00 

17.60 	 11.25 	 3.44 	 15.00 	 0.00 

17.62 	 11.27 	 3.45 	 15.00 	 0.00 

17.64 	 11.30 	 3.46 	 15.00 	 0.00 

17.66 	 11.33 	 3.47 	 16.00 	 0.00 

17.68 	 11.35 	 3.47 	 17.00 	 0.00 

17.70 	 11.38 	 3.48 	 17.00 	 0.00 

17.72 	 11.40 	 3.49 	 17.00 	 0.00 

17.74 	 11.43 	 3.50 	 17.00 	 0.00 

17.76 	 11.46 	 3.51 	 17.00 	 0.00 

17.78 	 11.48 	 3.52 	 17.00 	 0.00 

17.80 	 11.51 	 3.53 	 17.00 	 0.00 

17.82 	 11.53 	 3.54 	 17.00 	 0.00 

17.84 	 11.56 	 3.55 	 17.00 	 0.00 

17.86 	 11.59 	 3.55 	 17.00 	 0.00 

17.88 	 11.61 	 3.56 	 17.00 	 0.00 

17.90 	 11.64 	 3.57 	 18.00 	 0.00 

17.92 	 11.67 	 3.58 	 18.00 	 0.00 

17.94 	 11.69 	 3.59 	 18.00 	 0.00 

17.96 	 11.72 	 3.60 	 18.00 	 0.00 

17.98 	 11.74 	 3.61 	 18.00 	 0.00 

18.00 	 11.77 	 3.62 	 18.00 	 0.00 

18.02 	 11.80 	 3.63 	 18.00 	 0.00 

18.04 	 11.82 	 3.64 	 18.00 	 0.00 

18.06 	 11.85 	 3.65 	 18.00 	 0.00 

18.08 	 11.88 	 3.65 	 18.00 	 0.00 

18.10 	 11.90 	 3.66 	 18.00 	 0.00 

18.12 	 11.93 	 3.67 	 18.00 	 0.00 

18.14 	 11.95 	 3.68 	 18.00 	 0.00 

18.16 	 11.98 	 3.69 	 18.00 	 0.00 

18.18 	 12.01 	 3.70 	 18.00 	 0.00 

18.20 	 12.03 	 3.71 	 20.00 	 0.00 

18.22 	 12.06 	 3.72 	 20.00 	 0.00 

18.24 	 12.09 	 3.73 	 20.00 	 0.00 

18.26 	 12.11 	 3.74 	 21.00 	 0.00 

18.28 	 12.14 	 3.75 	 21.00 	 0.00 

18.30 	 12.17 	 3.76 	 21.00 	 0.00 

18.32 	 12.19 	 3.76 	 21.00 	 0.00 

18.34 	 12.22 	 3.77 	 21.00 	 0.00 

18.36 	 12.25 	 3.78 	 21.00 	 0.00 

18.38 	 12.27 	 3.79 	 21.00 	 0.00 

18.40 	 12.30 	 3.80 	 21.00 	 0.00 

18.42 	 12.32 	 3.81 	 21.00 	 0.00 

18.44 	 12.35 	 3.82 	 21.00 	 0.00 

18.46 	 12.38 	 3.83 	 22.00 	 0.00 

18.48 	 12.40 	 3.84 	 22.00 	 0.00 

18.50 	 12.43 	 3.85 	 22.00 	 0.00 

18.52 	 12.46 	 3.86 	 23.00 	 0.00 

18.54 	 12.48 	 3.87 	 23.00 	 0.00 

18.56 	 12.51 	 3.88 	 23.00 	 0.00 

18.58 	 12.54 	 3.89 	 23.00 	 0.00 

18.60 	 12.56 	 3.89 	 23.00 	 0.00 

18.62 	 12.59 	 3.90 	 23.00 	 0.00 

18.64 	 12.62 	 3.91 	 24.00 	 0.00 

18.66 	 12.64 	 3.92 	 25.00 	 0.00 

18.68 	 12.67 	 3.93 	 25.00 	 0.00 

18.70 	 12.69 	 3.94 	 25.00 	 0.00 

18.72 	 12.72 	 3.95 	 25.00 	 0.00 

18.74 	 12.75 	 3.96 	 25.00 	 0.00 

18.76 	 12.77 	 3.97 	 25.00 	 0.00 

